sentiment,text,data_id
negative,I purchased this product for a small apartment.  The product arrived as scheduled but has never worked.  It washes/spins but doesn't dry.  Ever.  The dryer runs for hours but the clothing comes out as if it's just been spun.  I contacted EdgeStar and they couldn't find the product from the model/serial because it was an Amazon order.  Once the product was found they scheduled a repair man.  He showed up to tell me that his company doesn't fix EdgeStar appliances.  I'm returning the product.  It's caused me nothing but frustration.<br /><br />I recommend you save your money.,6
positive,made sure I ordered the exact replacement. Now I'm getting a strobe effect when I open my fridge door and my freezer door. I'm pretty sure that's not supposed to happen. The color is off the fridge has the 6000 temp lights and this was a 4000 or 5000 color temperature.,6
positive,Great dryer!,6
positive,"Great product, looks clean and crisp",6
positive,"Perfect for our HVAC unit !!!  Just took a little know-how, as expected.",6
negative,First one did not work on arrival.  Replacement one worked fine for 5 months then just stopped making ice.  It pretends to make ice but nothing ends up in the bin.  It is also very noisy.  I really wish I had an ice maker that worked for this price.  Instruction manual is a joke. I have cleaned it and troubleshot it the best I could.,6
positive,Perfect fit...great product.,6
positive,"Exactly what we needed for our Kenmore Coldspot side/side. Ordered on a Thursday, at our post office that following Monday, but we're in the boonies. Still, very quick delivery.<br />5 minutes to remove old icemaker, 2 minutes to change out ice level lever from the old to new unit and cut water tube knockout, maybe 5 minutes to plug and screw in new unit. Let the unit adapt to the temp of the freezer for 45 minutes, and dropped the wire.....................ice within an hour!!!!!<br />*Keep your old unit, you will need to swap out the wire lever and re-use the old screws.<br />*Make sure your fridge model is compatible<br />I don't know what all the doom and gloom reviews were all about because it's a REALLY simple &#34;remove and replace&#34;. And.........we didn't read the instructions, just duplicated the set up from the old unit. We didn't have to increase/decrease the water level either. Calibrated perfectly right out of the box.",6
negative,"I don't usually do this, but I cannot in good consionce recommend this product to anyone.  The unit came apart and dumped the washer on the ground.  I had to throw it away because it was sharp and dangerous after it broke.  I had to buy an platform to replace it.  It seems like it might work, but the materials are not of good quality, and the plastic broke apart quite easily, making the tube fall out.  I think something went wrong in manufacture, but I'm not sure.  All I know is that it came close to wrecking my brand new washing machine.  Thankfully all I did was waste money and time.  Not worth it.",6
positive,"Identical to the original, works perfectly.",6
positive,Have been using it for over a week and it seems like a good product. Seems to work well with the dishwasher. No complaints.,6
positive,Nice replacement for jenn air range. I hope it last for a long time,6
negative,doesn't fit,6
positive,Part fit perfectly and fixed the issue,6
positive,I like just using ground coffee and not buying a prefilled pod.  easy and good-tasting coffee and no guilt over throwing so many pre-filled away..,6
negative,"These fridge water filters don't do much. Super expensive for what it is, and doesn't really filter much. I've been ordering these filters religiously every time I get notification and recently purchased a Digital water tester. I tested regular tap water from the faucet and it read 94 ppm, then tested the water from the fridge with a filter that was about 3 weeks old and it read 89 ppm!!!<br />Better to save your money and invest in a Reverse osmosis system which will bring it down to single digits, under 10 ppm. I'm getting an under sink Reverse osmosis system and run a line directly to the fridge and just remove these useless fridge filters. I mean how much can you expect these things to filter? It's tiny and only 1 stage. A Reverse osmosis system has at least 3 stages (the one I got has 5 stages) and each filter is 3 times the size of these.",6
